season,player_name,team,role,is_overseas,base_price_cr,price_cr,acquisition,ball_name,match_method,matches_played,runs,balls_faced,fours,sixes,dismissals,runs_conceded,balls_bowled,wickets,strike_rate,economy,played
2022,Daryl Mitchell,RR,All-Rounder,True,,0.75,sold,DJ Mitchell,surname+initial,2.0,33.0,44.0,1.0,0.0,2.0,27.0,12.0,0.0,75.0,13.5,True
2022,Obed Mccoy,RR,Bowler,True,,0.75,sold,OC McCoy,surname+initial,7.0,8.0,5.0,0.0,1.0,1.0,236.0,156.0,11.0,160.0,9.08,True
2022,Dhruv Jurel,RR,Wicketkeeper,False,,0.2,sold,Dhruv Jurel,exact,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
2022,Tejas Baroka,RR,Bowler,False,,0.2,sold,Tejas Baroka,exact,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
2022,Kuldip Yadav,RR,Bowler,False,,0.2,sold,,ambiguous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
2022,Shubham Garhwal,RR,All-Rounder,False,,0.2,sold,,no_match,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
2022,Anunay Singh,RR,All-Rounder,False,,0.2,sold,,ambiguous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
2022,Faf Du Plessis,RCB,Batter,True,,7.0,sold,F du Plessis,surname+initial,16.0,468.0,367.0,49.0,13.0,15.0,0.0,0.0,0.0,127.5,,True
2022,Wanindu Hasaranga,RCB,All-Rounder,True,,10.75,sold,PWH de Silva,manual,16.0,38.0,43.0,4.0,1.0,7.0,430.0,342.0,26.0,88.4,7.54,True
2022,Harshal Patel,RCB,All-Rounder,False,,10.75,sold,HV Patel,surname+initial,15.0,43.0,39.0,4.0,2.0,5.0,410.0,321.0,19.0,110.3,7.66,True
2022,Dinesh Karthik,RCB,Wicketkeeper,False,,5.5,sold,KD Karthik,manual,16.0,330.0,180.0,27.0,22.0,6.0,0.0,0.0,0.0,183.3,,True
2022,Josh Hazlewood,RCB,Bowler,True,,7.75,sold,JR Hazlewood,surname+initial,12.0,18.0,26.0,1.0,0.0,0.0,377.0,279.0,20.0,69.2,8.11,True
2022,Shahbaz Ahamad,RCB,All-Rounder,False,,2.4,sold,Shahbaz Ahmed,fuzzy,16.0,219.0,181.0,14.0,9.0,8.0,336.0,210.0,4.0,121.0,9.6,True
2022,Anuj Rawat,RCB,Wicketkeeper,False,,3.4,sold,Anuj Rawat,exact,8.0,129.0,118.0,10.0,7.0,8.0,0.0,0.0,0.0,109.3,,True
2022,Akash Deep,RCB,Bowler,False,,0.2,sold,Akash Deep,exact,5.0,0.0,2.0,0.0,0.0,1.0,205.0,113.0,5.0,0.0,10.88,True
2022,Karn Sharma,RCB,Bowler,False,,0.5,sold,KV Sharma,manual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
2022,Mahipal Lomror,RCB,All-Rounder,False,,0.95,sold,MK Lomror,surname+initial,7.0,86.0,57.0,7.0,4.0,5.0,18.0,12.0,0.0,150.9,9.0,True
2022,Finn Allen,RCB,Batter,True,,0.8,sold,,manual_no_match,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
2022,Sherfane Rutherford,RCB,All-Rounder,True,,1.0,sold,SE Rutherford,surname+initial,2.0,33.0,50.0,1.0,1.0,2.0,0.0,0.0,0.0,66.0,,True
2022,Jason Behrendorff,RCB,Bowler,True,,0.75,sold,JP Behrendorff,surname+initial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
2022,Siddharth Kaul,RCB,Bowler,False,,0.75,sold,S Kaul,surname+initial,1.0,0.0,0.0,0.0,0.0,0.0,43.0,24.0,0.0,,10.75,True
2022,Suyash Prabhudessai,RCB,All-Rounder,False,,0.3,sold,SS Prabhudessai,surname+initial,5.0,67.0,59.0,7.0,2.0,5.0,0.0,0.0,0.0,113.6,,True
2022,Luvnith Sisodia,RCB,Wicketkeeper,False,,0.2,sold,,no_match,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
2022,Chama Milind,RCB,Bowler,False,,0.25,sold,,no_match,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
2022,Aneeshwar Gautam,RCB,All-Rounder,False,,0.2,sold,,no_match,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
2022,David Willey,RCB,All-Rounder,True,,2.0,sold,DJ Willey,surname+initial,4.0,18.0,30.0,3.0,0.0,2.0,72.0,66.0,1.0,60.0,6.55,True
2022,Washington Sundar,SRH,All-Rounder,False,,8.75,sold,Washington Sundar,exact,9.0,101.0,69.0,9.0,3.0,7.0,239.0,168.0,6.0,146.4,8.54,True
2022,Nicholas Pooran,SRH,Wicketkeeper,True,,10.75,sold,N Pooran,surname+initial,13.0,306.0,212.0,16.0,21.0,8.0,0.0,0.0,0.0,144.3,,True
2022,Bhuvneshwar Kumar,SRH,Bowler,False,,4.2,sold,B Kumar,surname+initial,14.0,24.0,26.0,3.0,0.0,3.0,383.0,313.0,12.0,92.3,7.34,True
2022,T. Natarajan,SRH,Bowler,False,,4.0,sold,T Natarajan,exact,11.0,0.0,0.0,0.0,0.0,0.0,406.0,258.0,18.0,,9.44,True
2022,Priyam Garg,SRH,Batter,False,,0.2,sold,PK Garg,surname+initial,2.0,46.0,33.0,4.0,2.0,2.0,0.0,0.0,0.0,139.4,,True
2022,Rahul Tripathi,SRH,Batter,False,,8.5,sold,RA Tripathi,surname+initial,14.0,413.0,261.0,40.0,20.0,12.0,0.0,0.0,0.0,158.2,,True
2022,Abhishek Sharma,SRH,All-Rounder,False,,6.5,sold,Abhishek Sharma,exact,14.0,426.0,320.0,47.0,13.0,14.0,38.0,24.0,0.0,133.1,9.5,True
2022,Vishnu Vinod,SRH,Wicketkeeper,False,,0.5,sold,Vishnu Vinod,exact,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
2022,Kartik Tyagi,SRH,Bowler,False,,4.0,sold,Kartik Tyagi,exact,2.0,7.0,6.0,1.0,0.0,2.0,79.0,48.0,1.0,116.7,9.88,True
2022,Shreyas Gopal,SRH,Bowler,False,,0.75,sold,S Gopal,surname+initial,1.0,9.0,7.0,2.0,0.0,0.0,34.0,18.0,1.0,128.6,11.33,True
2022,Jagadeesha Suchith,SRH,Bowler,False,,0.2,sold,J Suchith,surname+initial,5.0,2.0,8.0,0.0,0.0,2.0,140.0,108.0,7.0,25.0,7.78,True
2022,Aiden Markram,SRH,Batter,True,,2.6,sold,AK Markram,surname+initial,13.0,381.0,274.0,25.0,19.0,8.0,64.0,36.0,1.0,139.1,10.67,True
2022,Marco Jansen,SRH,All-Rounder,True,,4.2,sold,M Jansen,surname+initial,8.0,9.0,7.0,0.0,1.0,1.0,274.0,192.0,7.0,128.6,8.56,True
2022,Romario Shepherd,SRH,All-Rounder,True,,7.75,sold,R Shepherd,surname+initial,3.0,58.0,41.0,2.0,5.0,2.0,98.0,54.0,3.0,141.5,10.89,True
2022,Glenn Phillips,SRH,Wicketkeeper,True,,1.5,sold,GD Phillips,surname+initial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
2022,Fazalhaq Farooqi,SRH,Bowler,True,,0.5,sold,Fazalhaq Farooqi,exact,3.0,2.0,8.0,0.0,0.0,0.0,110.0,72.0,2.0,25.0,9.17,True
2022,Sean Abbott,SRH,Bowler,True,,2.4,sold,SA Abbott,surname+initial,1.0,7.0,5.0,0.0,1.0,1.0,47.0,24.0,1.0,140.0,11.75,True
2022,R Samarth,SRH,Batter,False,,0.2,sold,,no_match,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
2022,Shashank Singh,SRH,All-Rounder,False,,0.2,sold,Shashank Singh,exact,6.0,69.0,47.0,5.0,4.0,4.0,20.0,12.0,0.0,146.8,10.0,True
2022,Saurabh Dubey,SRH,Bowler,False,,0.2,sold,SB Dubey,surname+initial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
2023,Harshit Rana,KKR,Bowler,False,,0.2,retained,Harshit Rana,exact,6.0,0.0,1.0,0.0,0.0,1.0,147.0,102.0,5.0,0.0,8.65,True
2023,Shakib Al Hasan,KKR,All-Rounder,True,1.5,1.5,sold,Shakib Al Hasan,exact,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
2023,Joe Root,RR,Batter,True,1.0,1.0,sold,JE Root,surname+initial,2.0,10.0,15.0,1.0,0.0,1.0,14.0,12.0,0.0,66.7,7.0,True
2023,Abdul Basith,RR,All-Rounder,False,0.2,0.2,sold,Abdul Basith,exact,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,True
2023,Akeal Hosein,SRH,Bowler,True,1.0,1.0,sold,AJ Hosein,surname+initial,1.0,16.0,10.0,1.0,1.0,0.0,40.0,24.0,1.0,160.0,10.0,True
2023,Raghav Goyal,MI,Bowler,False,0.2,0.2,sold,R Goyal,surname+initial,1.0,0.0,0.0,0.0,0.0,0.0,33.0,24.0,0.0,,8.25,True
2023,Yudhvir Singh Charak,LSG,All-Rounder,False,0.2,0.2,sold,,no_match,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
2023,Naveen-ul-Haq,LSG,All-Rounder,True,0.5,0.5,sold,Naveen-ul-Haq,exact,7.0,16.0,21.0,2.0,0.0,1.0,218.0,169.0,11.0,76.2,7.74,True
2023,Akash Vashist,RR,All-Rounder,False,0.2,0.2,sold,,no_match,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
2023,Mandeep Singh,KKR,Batter,False,0.5,0.5,sold,Mandeep Singh,exact,3.0,14.0,16.0,0.0,1.0,3.0,0.0,0.0,0.0,87.5,,True
2023,Murugan Ashwin,RR,Bowler,False,0.2,0.2,sold,M Ashwin,surname+initial,2.0,0.0,0.0,0.0,0.0,0.0,53.0,24.0,0.0,,13.25,True
2023,KM Asif,RR,Bowler,False,0.3,0.3,sold,KM Asif,exact,4.0,0.0,2.0,0.0,0.0,1.0,137.0,85.0,3.0,0.0,9.67,True
2023,Anmolpreet Singh,SRH,Batter,False,0.2,0.2,sold,Anmolpreet Singh,exact,4.0,105.0,82.0,15.0,2.0,4.0,0.0,0.0,0.0,128.0,,True
2023,Adam Zampa,RR,Bowler,True,1.5,1.5,sold,A Zampa,surname+initial,6.0,10.0,16.0,0.0,0.0,3.0,188.0,132.0,8.0,62.5,8.55,True
2023,Litton Das,KKR,Wicketkeeper,True,0.5,0.5,sold,Liton Das,surname+initial,1.0,4.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,100.0,,True
2023,Rilee Rossouw,DC,Batter,True,2.0,4.6,sold,RR Rossouw,surname+initial,9.0,209.0,141.0,17.0,11.0,7.0,0.0,0.0,0.0,148.2,,True
2023,Shivam Singh,PBKS,All-Rounder,False,0.2,0.2,sold,Shivam Singh,exact,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
2023,Mohit Rathee,PBKS,All-Rounder,False,0.2,0.2,sold,Mohit Rathee,exact,1.0,1.0,2.0,0.0,0.0,0.0,29.0,12.0,0.0,50.0,14.5,True
2023,Bhagath Varma,CSK,All-Rounder,False,0.2,0.2,sold,,no_match,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
2023,Nehal Wadhera,MI,All-Rounder,False,0.2,0.2,sold,N Wadhera,surname+initial,10.0,241.0,166.0,23.0,12.0,9.0,0.0,0.0,0.0,145.2,,True
2023,Sonu Yadav,RCB,All-Rounder,False,0.2,0.2,sold,,manual_no_match,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
2023,Kunal Singh Rathore,RR,Wicketkeeper,False,0.2,0.2,sold,,no_match,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
2023,Ajay Jadav Mandal,CSK,All-Rounder,False,0.2,0.2,sold,,no_match,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
2023,Kulwant Khejroliya,KKR,Bowler,False,0.2,0.2,sold,K Khejroliya,surname+initial,2.0,0.0,0.0,0.0,0.0,0.0,64.0,26.0,2.0,,14.77,True
2023,Avinash Singh,RCB,Bowler,False,0.2,0.6,sold,,ambiguous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
2023,Nitish Reddy,SRH,Wicketkeeper,False,0.2,0.2,sold,,no_match,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
2023,David Wiese,KKR,All-Rounder,True,1.0,1.0,sold,D Wiese,surname+initial,3.0,21.0,11.0,0.0,3.0,1.0,38.0,18.0,0.0,190.9,12.67,True
2023,Swapnil Singh,LSG,All-Rounder,False,0.2,0.2,sold,Swapnil Singh,exact,2.0,2.0,4.0,0.0,0.0,0.0,18.0,12.0,0.0,50.0,9.0,True
2023,Shams Mulani,MI,All-Rounder,False,0.2,0.2,sold,SZ Mulani,surname+initial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
2023,Mohit Sharma,GT,Bowler,False,0.5,0.5,sold,MM Sharma,surname+initial,14.0,0.0,1.0,0.0,0.0,0.0,361.0,265.0,27.0,0.0,8.17,True
2023,Joshua Little,GT,Bowler,True,0.5,4.4,sold,J Little,surname+initial,10.0,0.0,0.0,0.0,0.0,0.0,294.0,204.0,7.0,,8.65,True
2023,Suyash Sharma,KKR,Bowler,False,0.2,0.2,sold,Suyash Sharma,exact,11.0,0.0,0.0,0.0,0.0,0.0,321.0,234.0,10.0,,8.23,True
2023,Rajan Kumar,RCB,Bowler,False,0.2,0.7,sold,,no_match,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
2023,Vidhwath Kaverappa,PBKS,Bowler,False,0.2,0.2,sold,V Kaverappa,surname+initial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
2023,Vishnu Vinod,MI,Wicketkeeper,False,0.2,0.2,sold,Vishnu Vinod,exact,3.0,37.0,31.0,2.0,2.0,3.0,0.0,0.0,0.0,119.4,,True
2023,Urvil Patel,GT,Wicketkeeper,False,0.2,0.2,sold,,no_match,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
2023,Donavon Ferreira,RR,Wicketkeeper,True,0.2,0.5,sold,D Ferreira,surname+initial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
2023,Prerak Mankad,LSG,All-Rounder,False,0.2,0.2,sold,PN Mankad,surname+initial,5.0,93.0,72.0,12.0,2.0,3.0,0.0,0.0,0.0,129.2,,True
2023,Duan Jansen,MI,All-Rounder,True,0.2,0.2,sold,D Jansen,surname+initial,1.0,0.0,0.0,0.0,0.0,0.0,53.0,24.0,1.0,,13.25,True
2023,Mayank Dagar,SRH,All-Rounder,False,0.2,1.8,sold,Mayank Dagar,exact,3.0,0.0,0.0,0.0,0.0,0.0,83.0,66.0,1.0,,7.55,True
2023,Manoj Bhandage,RCB,All-Rounder,False,0.2,0.2,sold,,no_match,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
2023,Harpreet Singh Bhatia,PBKS,Batter,False,0.2,0.4,sold,,no_match,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
2023,Piyush Chawla,MI,Bowler,False,0.5,0.5,sold,PP Chawla,surname+initial,16.0,25.0,22.0,1.0,1.0,2.0,495.0,366.0,22.0,113.6,8.11,True
2023,Amit Mishra,LSG,Bowler,False,0.5,0.5,sold,A Mishra,surname+initial,7.0,19.0,30.0,2.0,0.0,1.0,149.0,114.0,7.0,63.3,7.84,True
2023,Kyle Jamieson,CSK,All-Rounder,True,1.0,1.0,sold,KA Jamieson,surname+initial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
2023,Daniel Sams,LSG,All-Rounder,True,0.75,0.75,sold,DR Sams,surname+initial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
2023,Romario Shepherd,LSG,Bowler,True,0.5,0.5,sold,R Shepherd,surname+initial,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,True
2023,Will Jacks,RCB,All-Rounder,True,1.5,3.2,sold,WG Jacks,surname+initial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
2023,Manish Pandey,DC,Batter,False,1.0,2.4,sold,MK Pandey,surname+initial,9.0,160.0,146.0,15.0,3.0,9.0,0.0,0.0,0.0,109.6,,True
2023,Himanshu Sharma,RCB,Bowler,False,0.2,0.2,sold,H Sharma,surname+initial,1.0,0.0,0.0,0.0,0.0,0.0,28.0,18.0,0.0,,9.33,True
2023,Mukesh Kumar,DC,Bowler,False,0.2,5.5,sold,Mukesh Kumar,exact,10.0,7.0,9.0,0.0,0.0,0.0,326.0,186.0,7.0,77.8,10.52,True
2023,Shivam Mavi,GT,Bowler,False,0.4,6.0,sold,Shivam Mavi,exact,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
2023,N Jagadeesan,KKR,Wicketkeeper,False,0.2,0.9,sold,N Jagadeesan,exact,6.0,89.0,81.0,14.0,1.0,6.0,0.0,0.0,0.0,109.9,,True
2023,Yash Thakur,LSG,Bowler,False,0.2,0.45,sold,Yash Thakur,exact,9.0,0.0,0.0,0.0,0.0,0.0,289.0,191.0,13.0,,9.08,True
2023,Vaibhav Arora,KKR,All-Rounder,False,0.2,0.6,sold,VG Arora,surname+initial,5.0,3.0,2.0,0.0,0.0,0.0,146.0,96.0,5.0,150.0,9.12,True
2023,Upendra Yadav,SRH,Wicketkeeper,False,0.2,0.25,sold,,manual_no_match,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
2023,Srikar Bharat,GT,Wicketkeeper,False,0.2,1.2,sold,KS Bharat,last_name_unique,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
2023,Sanvir Singh,SRH,All-Rounder,False,0.2,0.2,sold,Sanvir Singh,exact,2.0,11.0,9.0,1.0,1.0,1.0,0.0,0.0,0.0,122.2,,True
2023,Nishant Sindhu,CSK,All-Rounder,False,0.2,0.6,sold,,no_match,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
2023,Samarth Vyas,SRH,All-Rounder,False,0.2,0.2,sold,,no_match,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
2023,Vivrant Sharma,SRH,All-Rounder,False,0.2,2.6,sold,Vivrant Sharma,exact,2.0,69.0,47.0,9.0,2.0,1.0,37.0,18.0,0.0,146.8,12.33,True
2023,Shaik Rasheed,CSK,Batter,False,0.2,0.2,sold,,no_match,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
2023,Odean Smith,GT,All-Rounder,True,0.5,0.5,sold,OF Smith,surname+initial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
2023,Kane Williamson,GT,Batter,True,2.0,2.0,sold,KS Williamson,surname+initial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
2023,Ajinkya Rahane,CSK,Batter,False,0.5,0.5,sold,AM Rahane,surname+initial,11.0,326.0,189.0,24.0,16.0,10.0,0.0,0.0,0.0,172.5,,True
2023,Mayank Agarwal,SRH,Batter,False,1.0,8.25,sold,MA Agarwal,surname+initial,10.0,270.0,210.0,29.0,6.0,10.0,0.0,0.0,0.0,128.6,,True
2023,Jason Holder,RR,All-Rounder,True,2.0,5.75,sold,JO Holder,surname+initial,8.0,12.0,11.0,0.0,1.0,2.0,284.0,171.0,4.0,109.1,9.96,True
2023,Ishant Sharma,DC,Bowler,False,0.5,0.5,sold,I Sharma,surname+initial,8.0,1.0,1.0,0.0,0.0,0.0,206.0,150.0,10.0,100.0,8.24,True
2023,Jaydev Unadkat,LSG,Bowler,False,0.5,0.5,sold,JD Unadkat,surname+initial,3.0,9.0,7.0,1.0,0.0,1.0,92.0,48.0,0.0,128.6,11.5,True
2023,Mayank Markande,SRH,Bowler,False,0.5,0.5,sold,M Markande,surname+initial,10.0,21.0,13.0,2.0,1.0,0.0,300.0,228.0,12.0,161.5,7.89,True
2023,Nicholas Pooran,LSG,Wicketkeeper,True,2.0,16.0,sold,N Pooran,surname+initial,15.0,358.0,207.0,26.0,26.0,12.0,0.0,0.0,0.0,172.9,,True
2023,Adil Rashid,SRH,Bowler,True,2.0,2.0,sold,AU Rashid,surname+initial,2.0,22.0,16.0,2.0,1.0,2.0,56.0,42.0,2.0,137.5,8.0,True
2023,Jhye Richardson,MI,Bowler,True,1.5,1.5,sold,JA Richardson,surname+initial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
2023,Reece Topley,RCB,Bowler,True,0.75,1.9,sold,RJW Topley,surname+initial,1.0,0.0,0.0,0.0,0.0,0.0,14.0,12.0,1.0,,7.0,True
2023,Philip Salt,DC,Batter,True,2.0,2.0,sold,PD Salt,surname+initial,9.0,218.0,133.0,24.0,10.0,8.0,0.0,0.0,0.0,163.9,,True
2023,Heinrich Klaasen,SRH,Wicketkeeper,True,1.0,5.25,sold,H Klaasen,surname+initial,11.0,448.0,253.0,32.0,25.0,9.0,0.0,0.0,0.0,177.1,,True
2023,Ben Stokes,CSK,All-Rounder,True,2.0,16.25,sold,BA Stokes,surname+initial,2.0,15.0,14.0,2.0,0.0,2.0,18.0,6.0,0.0,107.1,18.0,True
2023,Cameron Green,MI,All-Rounder,True,2.0,17.5,sold,C Green,manual,16.0,452.0,282.0,40.0,22.0,9.0,361.0,228.0,6.0,160.3,9.5,True
2023,Sikandar Raza,PBKS,All-Rounder,True,0.5,0.5,sold,Sikandar Raza,exact,7.0,139.0,98.0,10.0,6.0,5.0,118.0,73.0,3.0,141.8,9.7,True
2023,Sam Curran,PBKS,All-Rounder,True,2.0,18.5,sold,SM Curran,surname+initial,14.0,276.0,203.0,20.0,13.0,10.0,489.0,287.0,10.0,136.0,10.22,True
2023,Harry Brook,SRH,Batter,True,1.5,13.25,sold,HC Brook,surname+initial,11.0,190.0,154.0,23.0,4.0,9.0,0.0,0.0,0.0,123.4,,True
2023,Rajat Patidar,RCB,Batter,False,,0.2,retained,RM Patidar,surname+initial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
2023,Matheesha Pathirana,CSK,Bowler,True,,0.2,retained,M Pathirana,surname+initial,12.0,0.0,0.0,0.0,0.0,0.0,371.0,278.0,19.0,,8.01,True
2023,Tristan Stubbs,MI,Wicketkeeper,True,,0.2,retained,T Stubbs,surname+initial,2.0,25.0,31.0,2.0,0.0,2.0,14.0,12.0,1.0,80.6,7.0,True
2023,Ravi Bishnoi,LSG,Bowler,False,,4.0,retained,Ravi Bishnoi,exact,14.0,20.0,27.0,1.0,0.0,3.0,391.0,303.0,16.0,74.1,7.74,True
2023,Yash Dhull,DC,Batter,False,,0.5,retained,YV Dhull,surname+initial,3.0,16.0,23.0,1.0,0.0,3.0,0.0,0.0,0.0,69.6,,True
2023,Akash Madhwal,MI,Bowler,False,,0.2,retained,Akash Madhwal,exact,8.0,0.0,0.0,0.0,0.0,0.0,219.0,153.0,14.0,,8.59,True
2023,Kumar Kartikeya,MI,All-Rounder,False,,0.2,retained,K Kartikeya,surname+initial,8.0,6.0,7.0,1.0,0.0,1.0,227.0,156.0,5.0,85.7,8.73,True
2023,Shahbaz Ahmed,RCB,All-Rounder,False,,2.4,retained,Shahbaz Ahmed,exact,8.0,42.0,39.0,3.0,1.0,4.0,95.0,42.0,1.0,107.7,13.57,True
2023,Rahul Tripathi,SRH,Batter,False,,8.5,retained,RA Tripathi,surname+initial,13.0,273.0,213.0,29.0,10.0,12.0,0.0,0.0,0.0,128.2,,True
2023,Abhinav Manohar Sadarangani,GT,Batter,False,,2.6,retained,A Manohar,manual,6.0,114.0,83.0,6.0,7.0,6.0,0.0,0.0,0.0,137.3,,True
2023,Harpreet Brar,PBKS,Bowler,False,,3.8,retained,Harpreet Brar,exact,11.0,52.0,41.0,5.0,2.0,6.0,218.0,163.0,9.0,126.8,8.02,True
2023,Dewald Brevis,MI,Batter,True,,3.0,retained,D Brevis,surname+initial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
2023,Deepak Hooda,LSG,All-Rounder,False,,5.75,retained,DJ Hooda,surname+initial,12.0,84.0,90.0,3.0,2.0,11.0,8.0,6.0,0.0,93.3,8.0,True
2023,Dhruv Jurel,RR,Wicketkeeper,False,,0.2,retained,Dhruv Jurel,exact,11.0,152.0,88.0,11.0,9.0,7.0,0.0,0.0,0.0,172.7,,True
2023,Mukesh Choudhary,CSK,Bowler,False,,0.2,retained,Mukesh Choudhary,exact,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
2023,Tim David,MI,All-Rounder,True,,8.25,retained,TH David,surname+initial,15.0,231.0,146.0,12.0,15.0,9.0,0.0,0.0,0.0,158.2,,True
2023,Atharva Taide,PBKS,All-Rounder,False,,0.2,retained,Atharva Taide,exact,7.0,186.0,129.0,20.0,6.0,7.0,0.0,0.0,0.0,144.2,,True
2023,Praveen Dubey,DC,Bowler,False,,0.5,retained,P Dubey,surname+initial,1.0,16.0,20.0,2.0,0.0,1.0,19.0,18.0,1.0,80.0,6.33,True
2023,Sai Sudharsan,GT,Batter,False,,0.2,retained,B Sai Sudharsan,last_name_unique,8.0,362.0,256.0,33.0,12.0,7.0,0.0,0.0,0.0,141.4,,True
2023,Sarfaraz Khan,DC,Batter,False,,0.2,retained,SN Khan,surname+initial,4.0,53.0,62.0,4.0,1.0,4.0,0.0,0.0,0.0,85.5,,True
2023,Kuldeep Yadav,DC,Bowler,False,,2.0,retained,Kuldeep Yadav,exact,14.0,31.0,48.0,2.0,0.0,2.0,361.0,294.0,10.0,64.6,7.37,True
2023,Subhranshu Senapati,CSK,Batter,False,,0.2,retained,,no_match,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
2023,Obed McCoy,RR,Bowler,True,,0.75,retained,OC McCoy,surname+initial,1.0,0.0,0.0,0.0,0.0,0.0,13.0,6.0,0.0,,13.0,True
2023,Siddarth Kaul,RCB,Bowler,False,,0.75,retained,S Kaul,surname+initial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
2023,Fazalhaq Farooqi,SRH,Bowler,True,,0.5,retained,Fazalhaq Farooqi,exact,4.0,1.0,5.0,0.0,0.0,0.0,117.0,80.0,4.0,20.0,8.78,True
2023,Shahrukh Khan,PBKS,Batter,False,,9.0,retained,M Shahrukh Khan,manual,13.0,156.0,94.0,13.0,9.0,7.0,0.0,0.0,0.0,166.0,,True
2023,Kamlesh Nagarkoti,DC,Bowler,False,,1.1,retained,KL Nagarkoti,surname+initial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
2023,Riyan Parag,RR,All-Rounder,False,,3.8,retained,R Parag,surname+initial,7.0,78.0,66.0,4.0,5.0,6.0,0.0,0.0,0.0,118.2,,True
2023,Abhishek Sharma,SRH,All-Rounder,False,,6.5,retained,Abhishek Sharma,exact,11.0,226.0,157.0,28.0,6.0,11.0,124.0,72.0,2.0,143.9,10.33,True
2023,Rahul Tewatia,GT,All-Rounder,False,,9.0,retained,R Tewatia,surname+initial,10.0,87.0,57.0,3.0,7.0,4.0,15.0,13.0,0.0,152.6,6.92,True
